,SCHID,AGEC_NEW,SCHTREAT_(0) Control school (no Roots meetings 2012-2013),SCHTREAT_(1) Treatment school (Roots meetings 2012-2013),GENDER_(0) Girl,GENDER_(1) Boy,GR_(0) 5th grade,GR_(1) 6th grade,GR_(2) 7th grade,GR_(3) 8th grade,COLL_(0) No,COLL_(1) Yes,COLL_(2) Maybe,COLL_(3) Don't know,CELL_(0) No cell phone,CELL_(1) Cell phone without Internet,CELL_(2) Cell phone with Internet,FSCH_(0) Do not go to this school,FSCH_(1) Do go to this school,TREAT_(0) Not treatment or control,TREAT_(1) Treatment,TREAT_(2) Control,Composite_Conflict_Score
6438,19,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5828,18,11.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
14645,35,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
9783,24,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
21394,55,11.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9531,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
3430,10,12.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
16349,39,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
1872,7,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-2.0
10834,25,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
10617,25,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
22634,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
22677,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
883,3,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-1.0
13184,32,11.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
23055,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
23294,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
24035,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
9183,23,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
10493,25,12.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,
11685,28,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23256,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1436,6,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
10691,25,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13826,33,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17341,41,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5685,17,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,
13195,32,11.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,
3247,10,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
2591,8,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10199,25,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8953,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
8666,23,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
20678,53,10.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,
22440,57,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
3267,10,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5318,16,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
22646,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,
20431,51,14.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,
20424,51,14.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,
14939,36,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20374,51,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
17427,42,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
22460,57,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
15094,36,12.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
10971,26,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
3971,11,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
22016,56,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
3801,11,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16361,39,12.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
17299,41,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,
15120,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
489,2,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,4.0
20250,51,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
855,3,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,18.0
22267,56,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
8803,23,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,
12954,31,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
15953,38,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
17982,44,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
19186,48,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
4054,12,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
10150,25,11.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9278,24,11.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
21066,53,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20237,51,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,
8905,23,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
22280,56,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
22958,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
6326,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
16875,41,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
17419,42,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
22316,56,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
398,2,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,17.0
11793,28,13.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,
7111,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
14692,35,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
959,5,13.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,4.0
12235,30,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
3070,9,13.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,
16412,39,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
11203,27,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,
18214,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14334,34,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8416,23,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
6510,19,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
17983,44,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8093,22,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
7858,22,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
14922,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
13208,32,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,
17956,44,9.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,
6185,18,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3598,11,11.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
6366,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
10272,25,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
10239,25,11.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
17657,42,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
5842,18,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
18179,44,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,
8305,22,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
9432,24,12.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
23652,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
19303,48,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
4694,13,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
11383,27,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
15164,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
15456,37,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
14632,35,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,
11773,28,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3109,9,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,
10926,26,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,
7969,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
21060,53,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20659,53,10.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
15548,38,11.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
12931,31,11.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
17704,42,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
2697,8,14.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,
12386,30,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1273,6,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-1.0
19843,50,10.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,
21651,56,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8916,23,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19137,48,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
3848,11,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
9425,24,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
23345,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
4929,14,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,
17137,41,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
17030,41,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
370,2,10.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4.0
13532,33,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
3102,9,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
19647,49,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
3317,10,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
8643,23,,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,
12799,31,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
21721,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
20142,51,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
7267,20,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20986,53,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18680,46,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,
2894,9,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
1806,7,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-5.0
11324,27,14.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,
14088,34,10.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
3686,11,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1236,6,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,7.75
19277,48,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
7507,21,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
1568,7,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,12.0
12530,30,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
15890,38,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20274,51,14.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,
11622,28,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
21132,53,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1599,7,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,13.0
10025,24,12.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
23950,60,12.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,
24010,60,14.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19572,49,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
9088,23,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
13385,32,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
16591,39,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,
20140,51,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,
20105,51,11.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
10656,25,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
1410,6,13.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,-20.0
22203,56,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
6943,20,10.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
3704,11,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,
8571,23,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
14445,35,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
609,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
21460,55,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
7828,22,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11636,28,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21126,53,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
2690,8,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20973,53,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
18571,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
21149,53,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
3393,10,12.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,
22437,57,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
4464,12,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
879,3,12.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,12.0
15111,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14992,36,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
3276,10,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9209,23,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9561,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
20797,53,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
18911,47,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
15448,37,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
5237,16,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,
20181,51,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1101,6,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,8.5
6244,19,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16472,39,12.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,
4424,12,14.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,
10951,26,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
22033,56,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
14260,34,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17801,43,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,
16065,38,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
20900,53,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
986,5,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,-1.0
23362,59,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10743,25,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13988,34,12.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
23423,59,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
3879,11,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,
4345,12,13.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,
18682,46,13.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,
13933,34,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3114,9,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
24083,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8564,23,11.0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,
11572,28,13.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,
1500,6,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1.0
13914,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
20114,51,11.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
10340,25,13.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
22810,58,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23860,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
4602,13,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,
11866,29,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,
3737,11,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,
15100,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
14032,34,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
456,2,10.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,8.0
22425,57,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
23845,60,12.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,
5295,16,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
21817,56,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11803,29,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8827,23,13.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,
23911,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20524,51,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1663,7,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-1.0
5030,14,14.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,
21160,53,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
14463,35,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
20516,51,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15917,38,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
17335,41,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17609,42,12.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,
6685,19,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14657,35,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
9277,24,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21720,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
23140,58,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
7369,21,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
939,3,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,5.0
21640,56,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
22336,57,10.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,
15261,36,12.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
16567,39,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
17517,42,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
6247,19,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19568,49,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8243,22,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
6290,19,11.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
14189,34,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
15972,38,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8453,23,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
21904,56,12.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,
18601,45,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5591,17,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
17689,42,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
15088,36,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
